Latitude (decimal degrees):	54.251
Longitude (decimal degrees):	-1.437
Elevation (m):	28
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	3000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050102:0711,0.0,0.0,0.0,3.47,6.69,0.0
20050102:0811,0.0,0.0,0.0,3.58,6.62,0.0
20050102:0911,34230.0,24.74,3.84,3.65,6.41,0.0
20050102:1011,786750.0,301.97,8.72,4.09,6.48,0.0
20050102:1111,1146090.0,432.75,11.8,4.88,6.97,0.0
20050102:1211,874980.0,334.83,12.83,5.18,6.9,0.0
20050102:1311,1476810.0,558.59,11.7,5.32,6.55,0.0
20050102:1411,724710.0,281.65,8.52,5.46,7.93,0.0
20050102:1511,308280.0,132.87,3.54,5.31,7.52,0.0
20050102:1611,0.0,0.0,0.0,4.69,6.48,0.0
20050102:1711,0.0,0.0,0.0,4.55,6.21,0.0
20050102:1811,0.0,0.0,0.0,4.51,5.93,0.0
20050102:1911,0.0,0.0,0.0,4.65,5.59,0.0
20050102:2011,0.0,0.0,0.0,4.87,5.45,0.0
20050102:2111,0.0,0.0,0.0,5.17,5.52,0.0
20050102:2211,0.0,0.0,0.0,5.71,5.79,0.0
20050102:2311,0.0,0.0,0.0,6.29,6.07,0.0
20050103:0011,0.0,0.0,0.0,6.44,5.93,0.0
20050103:0111,0.0,0.0,0.0,6.61,5.93,0.0
20050103:0211,0.0,0.0,0.0,6.66,5.86,0.0
20050103:0311,0.0,0.0,0.0,6.64,5.59,0.0
20050103:0411,0.0,0.0,0.0,6.65,5.24,0.0
20050103:0511,0.0,0.0,0.0,6.72,5.1,0.0
20050103:0611,0.0,0.0,0.0,6.79,5.17,0.0
20050103:0711,0.0,0.0,0.0,7.48,5.86,0.0
20050103:0811,0.0,0.0,0.0,7.5,5.79,0.0
20050103:0911,0.0,0.93,3.88,7.46,5.72,0.0
20050103:1011,9120.0,12.05,8.78,7.87,5.86,0.0
20050103:1111,17310.0,16.69,11.88,8.36,6.07,0.0
20050103:1211,15570.0,15.76,12.92,8.78,6.83,0.0
20050103:1311,37800.0,26.89,11.8,8.91,7.24,0.0
20050103:1411,241230.0,108.23,8.64,8.73,7.17,0.0
20050103:1511,318690.0,138.68,3.67,8.81,7.38,0.0
20050103:1611,0.0,0.0,0.0,8.61,7.31,0.0
20050103:1711,0.0,0.0,0.0,8.28,7.52,0.0
20050103:1811,0.0,0.0,0.0,8.22,7.93,0.0
20050103:1911,0.0,0.0,0.0,8.4,8.69,0.0
20050103:2011,0.0,0.0,0.0,8.41,8.34,0.0
20050103:2111,0.0,0.0,0.0,8.48,8.34,0.0
20050103:2211,0.0,0.0,0.0,8.47,8.48,0.0
20050103:2311,0.0,0.0,0.0,8.41,8.69,0.0
20050104:0011,0.0,0.0,0.0,8.4,8.97,0.0
20050104:0111,0.0,0.0,0.0,8.61,9.03,0.0
20050104:0211,0.0,0.0,0.0,8.57,8.97,0.0
20050104:0311,0.0,0.0,0.0,8.54,8.83,0.0
20050104:0411,0.0,0.0,0.0,8.49,8.69,0.0
20050104:0511,0.0,0.0,0.0,8.44,8.48,0.0
20050104:0611,0.0,0.0,0.0,8.62,8.69,0.0
20050104:0711,0.0,0.0,0.0,8.9,9.79,0.0
20050104:0811,0.0,0.0,0.0,9.5,10.48,0.0
20050104:0911,2130.0,7.42,3.93,9.73,10.83,0.0
20050104:1011,49830.0,32.45,8.85,9.39,10.14,0.0
20050104:1111,684570.0,269.89,11.97,8.92,8.21,0.0
20050104:1211,1521180.0,580.56,13.02,8.29,7.52,0.0
20050104:1311,89010.0,49.14,11.92,8.16,6.76,0.0
20050104:1411,7620.0,11.13,8.76,7.79,6.0,0.0
20050104:1511,381420.0,161.29,3.81,6.98,5.24,0.0
20050104:1611,0.0,0.0,0.0,6.15,4.41,0.0
20050104:1711,0.0,0.0,0.0,5.32,3.86,0.0
20050104:1811,0.0,0.0,0.0,4.97,3.52,0.0
20050104:1911,0.0,0.0,0.0,4.59,3.52,0.0
20050104:2011,0.0,0.0,0.0,4.41,3.79,0.0
20050104:2111,0.0,0.0,0.0,4.54,4.34,0.0
20050104:2211,0.0,0.0,0.0,4.92,4.9,0.0
20050104:2311,0.0,0.0,0.0,5.06,5.17,0.0
20050105:0011,0.0,0.0,0.0,5.18,5.24,0.0
20050105:0111,0.0,0.0,0.0,5.15,5.66,0.0
20050105:0211,0.0,0.0,0.0,5.34,5.79,0.0
20050105:0311,0.0,0.0,0.0,5.43,5.31,0.0
20050105:0411,0.0,0.0,0.0,5.38,5.24,0.0
20050105:0511,0.0,0.0,0.0,5.29,5.03,0.0
20050105:0611,0.0,0.0,0.0,5.33,4.69,0.0
20050105:0711,0.0,0.0,0.0,5.38,5.1,0.0
20050105:0811,0.0,0.0,0.0,5.4,5.24,0.0
20050105:0911,3510.0,8.34,3.99,5.43,5.45,0.0
20050105:1011,243360.0,107.5,8.93,5.75,5.86,0.0
20050105:1111,138030.0,68.32,12.06,6.55,6.69,0.0
20050105:1211,78420.0,44.5,13.13,7.04,7.45,0.0
20050105:1311,54540.0,34.3,12.04,7.43,8.07,0.0
20050105:1411,148350.0,72.52,8.9,7.48,8.48,0.0
20050105:1511,0.0,5.56,3.95,6.96,8.41,0.0
20050105:1611,0.0,0.0,0.0,7.19,8.07,0.0
20050105:1711,0.0,0.0,0.0,7.61,7.45,0.0
20050105:1811,0.0,0.0,0.0,7.71,6.62,0.0
20050105:1911,0.0,0.0,0.0,7.47,6.62,0.0
20050105:2011,0.0,0.0,0.0,6.95,6.48,0.0
20050105:2111,0.0,0.0,0.0,6.29,6.55,0.0
20050105:2211,0.0,0.0,0.0,5.78,6.55,0.0
20050105:2311,0.0,0.0,0.0,5.39,6.34,0.0
20050106:0011,0.0,0.0,0.0,5.12,5.86,0.0
20050106:0111,0.0,0.0,0.0,4.9,5.59,0.0
20050106:0211,0.0,0.0,0.0,4.9,5.24,0.0
20050106:0311,0.0,0.0,0.0,4.72,4.34,0.0
20050106:0411,0.0,0.0,0.0,4.51,3.72,0.0
20050106:0511,0.0,0.0,0.0,4.42,3.1,0.0
20050106:0611,0.0,0.0,0.0,4.11,2.97,0.0
20050106:0711,0.0,0.0,0.0,4.2,3.66,0.0
20050106:0811,0.0,0.0,0.0,4.94,4.48,0.0
20050106:0911,0.0,4.64,4.05,5.41,5.17,0.0
20050106:1011,254730.0,111.73,9.01,5.84,5.79,0.0
20050106:1111,365250.0,152.83,12.16,6.78,6.07,0.0
20050106:1211,220680.0,100.38,13.24,7.53,5.1,0.0
20050106:1311,62760.0,38.01,12.17,8.12,5.72,0.0
20050106:1411,7530.0,11.13,9.03,9.15,7.72,0.0
20050106:1511,7500.0,11.13,4.09,9.83,8.62,0.0
20050106:1611,0.0,0.0,0.0,10.22,8.69,0.0
20050106:1711,0.0,0.0,0.0,10.34,8.21,0.0
20050106:1811,0.0,0.0,0.0,10.07,7.72,0.0
20050106:1911,0.0,0.0,0.0,10.28,7.72,0.0
20050106:2011,0.0,0.0,0.0,10.24,7.72,0.0
20050106:2111,0.0,0.0,0.0,10.14,8.07,0.0
20050106:2211,0.0,0.0,0.0,10.12,8.28,0.0
20050106:2311,0.0,0.0,0.0,10.28,8.48,0.0
20050107:0011,0.0,0.0,0.0,10.63,8.83,0.0
20050107:0111,0.0,0.0,0.0,11.02,9.52,0.0
20050107:0211,0.0,0.0,0.0,11.45,10.55,0.0
20050107:0311,0.0,0.0,0.0,11.73,11.59,0.0
20050107:0411,0.0,0.0,0.0,11.45,11.59,0.0
20050107:0511,0.0,0.0,0.0,10.97,11.1,0.0
20050107:0611,0.0,0.0,0.0,10.89,10.69,0.0
20050107:0711,0.0,0.0,0.0,11.64,10.76,0.0
20050107:0811,0.0,0.0,0.0,12.0,10.76,0.0
20050107:0911,0.0,1.85,4.13,12.31,10.41,0.0
20050107:1011,65670.0,39.78,9.1,12.41,10.0,0.0
20050107:1111,215220.0,99.84,12.26,12.43,9.31,0.0
20050107:1211,85020.0,48.21,13.37,12.33,8.83,0.0
20050107:1311,85170.0,48.21,12.31,11.98,8.83,0.0
20050107:1411,22200.0,19.47,9.18,11.76,8.76,0.0
20050107:1511,8880.0,12.05,4.24,11.65,8.48,0.0
20050107:1611,0.0,0.0,0.0,11.55,8.14,0.0
20050107:1711,0.0,0.0,0.0,11.45,7.79,0.0
20050107:1811,0.0,0.0,0.0,11.32,7.45,0.0
20050107:1911,0.0,0.0,0.0,10.98,8.48,0.0
20050107:2011,0.0,0.0,0.0,10.74,8.69,0.0
20050107:2111,0.0,0.0,0.0,10.35,9.45,0.0
20050107:2211,0.0,0.0,0.0,9.94,10.0,0.0
20050107:2311,0.0,0.0,0.0,9.81,10.28,0.0
20050108:0011,0.0,0.0,0.0,9.86,10.69,0.0
20050108:0111,0.0,0.0,0.0,9.96,11.03,0.0
20050108:0211,0.0,0.0,0.0,10.2,11.1,0.0
20050108:0311,0.0,0.0,0.0,10.56,11.31,0.0
20050108:0411,0.0,0.0,0.0,10.9,11.72,0.0
20050108:0511,0.0,0.0,0.0,9.58,13.45,0.0
20050108:0611,0.0,0.0,0.0,7.89,13.24,0.0
20050108:0711,0.0,0.0,0.0,7.49,15.52,0.0
20050108:0811,0.0,0.0,0.0,6.77,16.14,0.0
20050108:0911,0.0,2.78,4.2,5.82,13.45,0.0
20050108:1011,48810.0,31.52,9.19,5.48,11.72,0.0
20050108:1111,1277880.0,478.42,12.38,5.46,10.83,0.0
20050108:1211,117810.0,60.26,13.5,5.62,9.59,0.0
20050108:1311,755340.0,291.83,12.45,5.63,8.55,0.0
20050108:1411,1275000.0,481.43,9.33,5.56,9.59,0.0
20050108:1511,587580.0,234.62,4.4,5.1,9.03,0.0
20050108:1611,0.0,0.0,0.0,4.98,8.28,0.0
20050108:1711,0.0,0.0,0.0,4.89,7.72,0.0
20050108:1811,0.0,0.0,0.0,4.91,7.66,0.0
20050108:1911,0.0,0.0,0.0,4.71,7.45,0.0
20050108:2011,0.0,0.0,0.0,4.69,7.79,0.0
20050108:2111,0.0,0.0,0.0,4.82,8.14,0.0
20050108:2211,0.0,0.0,0.0,5.11,8.76,0.0
20050108:2311,0.0,0.0,0.0,5.54,8.97,0.0
20050109:0011,0.0,0.0,0.0,6.02,9.31,0.0
20050109:0111,0.0,0.0,0.0,6.38,9.59,0.0
20050109:0211,0.0,0.0,0.0,6.85,9.31,0.0
20050109:0311,0.0,0.0,0.0,6.84,8.62,0.0
20050109:0411,0.0,0.0,0.0,7.11,7.72,0.0
20050109:0511,0.0,0.0,0.0,7.24,6.69,0.0
20050109:0611,0.0,0.0,0.0,7.43,6.21,0.0
20050109:0711,0.0,0.0,0.0,7.75,5.86,0.0
20050109:0811,0.0,0.0,0.0,8.01,5.79,0.0
20050109:0911,0.0,2.78,4.29,7.94,5.79,0.0
20050109:1011,19110.0,17.62,9.3,7.98,5.86,0.0
20050109:1111,30120.0,23.18,12.5,8.28,5.79,0.0
20050109:1211,148770.0,73.28,13.64,8.64,5.86,0.0
20050109:1311,24420.0,20.4,12.6,8.78,5.86,0.0
20050109:1411,39840.0,27.81,9.49,8.68,6.28,0.0
20050109:1511,10650.0,12.98,4.57,8.62,6.41,0.0
20050109:1611,0.0,0.0,0.0,8.55,6.76,0.0
20050109:1711,0.0,0.0,0.0,9.14,7.38,0.0
20050109:1811,0.0,0.0,0.0,9.93,7.45,0.0
20050109:1911,0.0,0.0,0.0,10.2,8.41,0.0
20050109:2011,0.0,0.0,0.0,11.07,8.76,0.0
20050109:2111,0.0,0.0,0.0,12.03,9.1,0.0
20050109:2211,0.0,0.0,0.0,12.7,9.93,0.0
20050109:2311,0.0,0.0,0.0,13.0,10.34,0.0
20050110:0011,0.0,0.0,0.0,13.01,10.69,0.0
20050110:0111,0.0,0.0,0.0,12.86,10.76,0.0
20050110:0211,0.0,0.0,0.0,12.72,10.69,0.0
20050110:0311,0.0,0.0,0.0,12.83,10.76,0.0
20050110:0411,0.0,0.0,0.0,12.9,10.69,0.0
20050110:0511,0.0,0.0,0.0,12.82,10.69,0.0
20050110:0611,0.0,0.0,0.0,12.38,10.55,0.0
20050110:0711,0.0,0.0,0.0,11.69,10.28,0.0
20050110:0811,0.0,0.0,0.0,11.3,10.14,0.0
20050110:0911,33060.0,24.79,4.38,10.65,9.38,0.0
20050110:1011,714270.0,282.65,9.41,10.39,8.69,0.0
20050110:1111,174090.0,83.33,12.63,10.23,8.34,0.0
20050110:1211,138270.0,69.51,13.78,10.2,7.79,0.0
20050110:1311,668940.0,266.31,12.76,10.13,7.52,0.0
20050110:1411,148290.0,73.27,9.66,10.04,7.1,0.0
20050110:1511,846450.0,338.01,4.74,9.55,5.52,0.0
20050110:1611,0.0,0.0,0.0,8.78,4.21,0.0
20050110:1711,0.0,0.0,0.0,8.05,3.59,0.0
20050110:1811,0.0,0.0,0.0,7.41,3.52,0.0
20050110:1911,0.0,0.0,0.0,7.43,4.14,0.0
20050110:2011,0.0,0.0,0.0,7.1,4.07,0.0
20050110:2111,0.0,0.0,0.0,6.56,4.0,0.0
20050110:2211,0.0,0.0,0.0,6.08,4.0,0.0
20050110:2311,0.0,0.0,0.0,5.99,4.14,0.0
20050111:0011,0.0,0.0,0.0,6.0,4.28,0.0
20050111:0111,0.0,0.0,0.0,6.02,4.28,0.0
20050111:0211,0.0,0.0,0.0,6.17,4.28,0.0
20050111:0311,0.0,0.0,0.0,6.05,4.14,0.0
20050111:0411,0.0,0.0,0.0,6.21,4.14,0.0
20050111:0511,0.0,0.0,0.0,6.45,4.21,0.0
20050111:0611,0.0,0.0,0.0,7.02,4.62,0.0
20050111:0711,0.0,0.0,0.0,6.96,5.17,0.0
20050111:0811,0.0,0.0,0.0,7.12,5.59,0.0
20050111:0911,6210.0,10.2,4.49,6.99,5.79,0.0
20050111:1011,185220.0,86.43,9.53,7.43,6.21,0.0
20050111:1111,28260.0,22.25,12.76,8.07,5.93,0.0
20050111:1211,28200.0,22.25,13.93,8.52,6.55,0.0
20050111:1311,17250.0,16.69,12.93,9.01,7.38,0.0
20050111:1411,39600.0,27.81,9.83,9.89,9.52,0.0
20050111:1511,960.0,6.49,4.91,11.09,9.52,0.0
20050111:1611,0.0,0.0,0.0,11.76,9.52,0.0
20050111:1711,0.0,0.0,0.0,9.78,9.86,0.0
20050111:1811,0.0,0.0,0.0,8.19,9.38,0.0
20050111:1911,0.0,0.0,0.0,8.06,9.52,0.0
20050111:2011,0.0,0.0,0.0,7.65,9.45,0.0
20050111:2111,0.0,0.0,0.0,7.38,9.45,0.0
20050111:2211,0.0,0.0,0.0,7.09,8.97,0.0
20050111:2311,0.0,0.0,0.0,6.79,8.97,0.0
20050112:0011,0.0,0.0,0.0,6.55,9.1,0.0
20050112:0111,0.0,0.0,0.0,6.4,9.31,0.0
20050112:0211,0.0,0.0,0.0,6.17,9.59,0.0
20050112:0311,0.0,0.0,0.0,5.76,9.38,0.0
20050112:0411,0.0,0.0,0.0,5.5,9.45,0.0
20050112:0511,0.0,0.0,0.0,5.31,9.31,0.0
20050112:0611,0.0,0.0,0.0,5.37,9.66,0.0
20050112:0711,0.0,0.0,0.0,5.71,9.31,0.0
20050112:0811,0.0,0.0,0.0,5.52,9.86,0.0
20050112:0911,66840.0,39.37,4.59,5.6,9.1,0.0
20050112:1011,866820.0,332.47,9.65,6.08,8.76,0.0
20050112:1111,1290090.0,487.44,12.91,6.65,8.83,0.0
20050112:1211,330270.0,140.37,14.09,6.93,8.21,0.0
20050112:1311,564570.0,224.86,13.1,6.59,7.45,0.0
20050112:1411,995430.0,381.47,10.01,6.22,7.38,0.0
20050112:1511,1050.0,6.49,5.1,6.02,8.07,0.0
20050112:1611,0.0,0.0,0.0,5.52,7.72,0.0
20050112:1711,0.0,0.0,0.0,5.23,6.97,0.0
20050112:1811,0.0,0.0,0.0,5.03,7.17,0.0
20050112:1911,0.0,0.0,0.0,5.07,6.97,0.0
20050112:2011,0.0,0.0,0.0,4.86,6.76,0.0
20050112:2111,0.0,0.0,0.0,4.76,6.34,0.0
20050112:2211,0.0,0.0,0.0,4.54,6.34,0.0
20050112:2311,0.0,0.0,0.0,4.58,6.48,0.0
20050113:0011,0.0,0.0,0.0,4.69,6.55,0.0
20050113:0111,0.0,0.0,0.0,4.54,6.21,0.0
20050113:0211,0.0,0.0,0.0,4.37,5.79,0.0
20050113:0311,0.0,0.0,0.0,4.25,5.31,0.0
20050113:0411,0.0,0.0,0.0,4.09,4.97,0.0
20050113:0511,0.0,0.0,0.0,3.8,4.76,0.0
20050113:0611,0.0,0.0,0.0,3.58,0.0,0.0
20050113:0711,0.0,0.0,0.0,3.34,0.0,0.0
20050113:0811,0.0,0.0,0.0,3.02,4.21,0.0
20050113:0911,23280.0,19.42,4.71,2.92,4.0,0.0
20050113:1011,448980.0,181.44,9.78,3.88,4.21,0.0
20050113:1111,1304700.0,497.46,13.06,5.05,3.93,0.0
20050113:1211,688050.0,270.33,14.26,5.84,3.59,0.0
20050113:1311,1524090.0,586.79,13.27,6.34,3.86,0.0
20050113:1411,1350270.0,521.3,10.2,6.48,3.86,0.0
20050113:1511,248580.0,110.85,5.28,6.02,3.03,0.0
20050113:1611,0.0,0.0,0.0,4.78,2.48,0.0
20050113:1711,0.0,0.0,0.0,3.44,2.07,0.0
20050113:1811,0.0,0.0,0.0,1.81,1.86,0.0
20050113:1911,0.0,0.0,0.0,0.81,1.93,0.0
20050113:2011,0.0,0.0,0.0,-0.06,1.86,0.0
20050113:2111,0.0,0.0,0.0,-0.81,1.79,0.0
20050113:2211,0.0,0.0,0.0,-1.15,1.66,0.0
20050113:2311,0.0,0.0,0.0,-0.98,1.38,0.0
20050114:0011,0.0,0.0,0.0,-0.84,1.31,0.0
20050114:0111,0.0,0.0,0.0,-0.94,1.31,0.0
20050114:0211,0.0,0.0,0.0,-1.23,1.45,0.0
20050114:0311,0.0,0.0,0.0,-2.16,1.72,0.0
20050114:0411,0.0,0.0,0.0,-2.73,2.0,0.0
20050114:0511,0.0,0.0,0.0,-2.73,2.21,0.0
20050114:0611,0.0,0.0,0.0,-2.51,2.34,0.0
20050114:0711,0.0,0.0,0.0,-1.79,2.55,0.0
20050114:0811,0.0,0.0,0.0,-1.02,2.9,0.0
20050114:0911,0.0,4.64,4.83,-0.28,3.17,0.0
20050114:1011,182670.0,83.58,9.92,1.08,3.17,0.0
20050114:1111,746190.0,287.2,13.22,2.49,3.45,0.0
20050114:1211,535110.0,212.75,14.43,3.91,4.21,0.0
20050114:1311,308640.0,131.66,13.46,4.82,5.52,0.0
20050114:1411,761730.0,296.16,10.39,5.04,4.62,0.0
20050114:1511,111030.0,57.44,5.48,5.07,4.28,0.0
20050114:1611,0.0,0.0,0.0,4.28,4.07,0.0
20050114:1711,0.0,0.0,0.0,3.64,4.07,0.0
20050114:1811,0.0,0.0,0.0,2.97,4.0,0.0
20050114:1911,0.0,0.0,0.0,2.76,3.86,0.0
20050114:2011,0.0,0.0,0.0,2.42,3.79,0.0
20050114:2111,0.0,0.0,0.0,2.12,3.93,0.0
20050114:2211,0.0,0.0,0.0,2.02,4.14,0.0
20050114:2311,0.0,0.0,0.0,2.22,4.28,0.0
20050115:0011,0.0,0.0,0.0,2.8,4.28,0.0
20050115:0111,0.0,0.0,0.0,3.34,4.28,0.0
20050115:0211,0.0,0.0,0.0,4.3,4.41,0.0
20050115:0311,0.0,0.0,0.0,4.77,4.41,0.0
20050115:0411,0.0,0.0,0.0,5.17,4.48,0.0
20050115:0511,0.0,0.0,0.0,5.56,4.41,0.0
20050115:0611,0.0,0.0,0.0,5.81,4.48,0.0
20050115:0711,0.0,0.0,0.0,5.6,4.41,0.0
20050115:0811,0.0,0.0,0.0,6.03,4.41,0.0
20050115:0911,1050.0,6.49,4.96,6.45,4.21,0.0
20050115:1011,4800.0,9.27,10.07,7.02,4.21,0.0
20050115:1111,48180.0,31.52,13.38,7.6,4.34,0.0
20050115:1211,28200.0,22.25,14.61,8.52,5.24,0.0
20050115:1311,99750.0,53.77,13.65,8.97,4.69,0.0
20050115:1411,631350.0,253.25,10.58,9.04,4.14,0.0
20050115:1511,3390.0,8.34,5.68,9.22,4.28,0.0
20050115:1611,0.0,0.0,0.0,8.94,4.28,0.0
20050115:1711,0.0,0.0,0.0,8.96,4.34,0.0
20050115:1811,0.0,0.0,0.0,8.96,4.62,0.0
20050115:1911,0.0,0.0,0.0,8.35,4.76,0.0
20050115:2011,0.0,0.0,0.0,8.31,4.9,0.0
20050115:2111,0.0,0.0,0.0,8.17,4.76,0.0
20050115:2211,0.0,0.0,0.0,7.82,4.62,0.0
20050115:2311,0.0,0.0,0.0,7.48,4.62,0.0
20050116:0011,0.0,0.0,0.0,7.23,4.48,0.0
20050116:0111,0.0,0.0,0.0,6.79,4.21,0.0
20050116:0211,0.0,0.0,0.0,6.42,3.93,0.0
20050116:0311,0.0,0.0,0.0,6.41,3.72,0.0
20050116:0411,0.0,0.0,0.0,6.59,3.59,0.0
20050116:0511,0.0,0.0,0.0,6.89,3.38,0.0
20050116:0611,0.0,0.0,0.0,6.9,3.31,0.0
20050116:0711,0.0,0.0,0.0,6.25,3.52,0.0
20050116:0811,0.0,0.0,0.0,6.51,3.79,0.0
20050116:0911,127080.0,64.26,5.09,6.61,4.07,0.0
20050116:1011,948000.0,367.48,10.22,7.24,4.34,0.0
20050116:1111,1421040.0,545.55,13.55,7.65,5.03,0.0
20050116:1211,1095000.0,422.52,14.8,8.12,5.24,0.0
20050116:1311,508710.0,207.23,13.85,8.82,5.52,0.0
20050116:1411,49860.0,32.45,10.79,9.14,5.93,0.0
20050116:1511,2130.0,7.42,5.88,9.38,5.86,0.0
20050116:1611,0.0,0.0,0.0,9.55,5.45,0.0
20050116:1711,0.0,0.0,0.0,9.08,5.31,0.0
20050116:1811,0.0,0.0,0.0,7.62,5.03,0.0
20050116:1911,0.0,0.0,0.0,6.64,5.17,0.0
20050116:2011,0.0,0.0,0.0,6.25,5.45,0.0
20050116:2111,0.0,0.0,0.0,6.29,5.66,0.0
20050116:2211,0.0,0.0,0.0,6.57,5.93,0.0
20050116:2311,0.0,0.0,0.0,7.27,6.14,0.0
20050117:0011,0.0,0.0,0.0,7.99,6.41,0.0
20050117:0111,0.0,0.0,0.0,8.38,6.76,0.0
20050117:0211,0.0,0.0,0.0,8.83,6.9,0.0
20050117:0311,0.0,0.0,0.0,9.05,7.1,0.0
20050117:0411,0.0,0.0,0.0,9.18,7.03,0.0
20050117:0511,0.0,0.0,0.0,9.21,6.97,0.0
20050117:0611,0.0,0.0,0.0,9.28,6.9,0.0
20050117:0711,0.0,0.0,0.0,9.48,7.31,0.0
20050117:0811,0.0,0.0,0.0,9.59,7.1,0.0
20050117:0911,26880.0,21.67,5.24,9.54,6.62,0.0
20050117:1011,33810.0,25.03,10.38,9.33,6.55,0.0
20050117:1111,106680.0,56.55,13.73,8.87,6.62,0.0
20050117:1211,698250.0,275.52,14.99,8.61,6.9,0.0
20050117:1311,980880.0,379.84,14.05,8.44,6.14,0.0
20050117:1411,263520.0,116.53,10.99,8.0,5.72,0.0
20050117:1511,17430.0,16.69,6.09,7.24,6.55,0.0
20050117:1611,0.0,0.0,-0.31,6.65,6.34,0.0
20050117:1711,0.0,0.0,0.0,5.84,6.34,0.0
20050117:1811,0.0,0.0,0.0,4.91,5.79,0.0
20050117:1911,0.0,0.0,0.0,4.63,5.03,0.0
20050117:2011,0.0,0.0,0.0,3.97,4.69,0.0
20050117:2111,0.0,0.0,0.0,3.55,4.62,0.0
20050117:2211,0.0,0.0,0.0,3.05,4.83,0.0
20050117:2311,0.0,0.0,0.0,2.37,4.97,0.0
20050118:0011,0.0,0.0,0.0,1.9,5.03,0.0
20050118:0111,0.0,0.0,0.0,1.72,4.9,0.0
20050118:0211,0.0,0.0,0.0,1.56,4.97,0.0
20050118:0311,0.0,0.0,0.0,1.33,4.9,0.0
20050118:0411,0.0,0.0,0.0,1.33,4.83,0.0
20050118:0511,0.0,0.0,0.0,1.21,5.03,0.0
20050118:0611,0.0,0.0,0.0,0.96,4.97,0.0
20050118:0711,0.0,0.0,0.0,1.17,4.83,0.0
20050118:0811,0.0,0.0,0.0,1.11,4.97,0.0
20050118:0911,118230.0,59.37,5.39,0.94,5.24,0.0
20050118:1011,218850.0,97.09,10.55,1.78,5.52,0.0
20050118:1111,955620.0,361.75,13.91,2.97,5.45,0.0
20050118:1211,23340.0,19.47,15.19,3.11,5.86,0.0
20050118:1311,727080.0,279.11,14.26,3.09,8.07,0.0
20050118:1411,21330.0,18.54,11.21,4.6,8.28,0.0
20050118:1511,38670.0,26.89,6.3,4.79,8.55,0.0
20050118:1611,0.0,0.0,-0.1,4.86,8.83,0.0
20050118:1711,0.0,0.0,0.0,5.03,9.24,0.0
20050118:1811,0.0,0.0,0.0,4.99,9.1,0.0
20050118:1911,0.0,0.0,0.0,4.66,7.93,0.0
20050118:2011,0.0,0.0,0.0,4.23,7.38,0.0
20050118:2111,0.0,0.0,0.0,3.89,6.9,0.0
20050118:2211,0.0,0.0,0.0,3.77,6.76,0.0
20050118:2311,0.0,0.0,0.0,3.73,6.9,0.0
20050119:0011,0.0,0.0,0.0,3.67,7.1,0.0
20050119:0111,0.0,0.0,0.0,3.4,7.24,0.0
20050119:0211,0.0,0.0,0.0,3.37,7.1,0.0
20050119:0311,0.0,0.0,0.0,3.33,6.76,0.0
20050119:0411,0.0,0.0,0.0,3.19,6.34,0.0
